Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders,Match Ranking
vKR57wCA,1935,1614,B00,2,80,8,2,1,122,6,2,4,
GVySvUfM,1836,1983,D00,2,27,3,3,0,11,1,0,0,
xFgRv4ey,1972,1998,A60,6,7,0,0,0,44,6,1,0,
hjdKX6cv,2011,1960,B20,3,52,4,1,1,22,0,0,1,
KlPapxTX,1756,1955,C46,7,74,3,2,1,22,1,0,0,
GJrTTrSS,1945,1942,B95,12,6,0,0,0,56,0,1,1,
LGMY62vx,1916,1935,D02,3,36,6,0,0,9,1,0,0,
sFeBw9tf,1714,1930,A08,5,25,5,0,0,6,0,0,0,
eehc3xx6,1922,1816,A40,2,5,0,0,0,58,3,0,1,
a383mJqd,1802,1914,A13,2,68,3,1,2,14,0,0,0,
ovcrfnul,1641,1628,C46,5,22,4,2,0,53,5,2,2,
6lv5fqfB,1453,1442,D07,6,20,0,0,0,67,3,1,1,
qL7z8oSs,1108,1220,C60,6,66,4,6,5,48,9,2,1,
woxzlOqr,1726,1605,A00,1,41,5,1,1,25,2,0,0,
jnHknChe,1483,1588,B21,3,69,2,1,1,31,4,0,0,
fmtQaltO,1579,1570,A40,2,44,4,0,2,71,8,2,1,
sE6qO31v,1589,1829,D06,4,32,6,0,1,62,6,3,1,
d4dFajGl,1823,1661,B20,3,17,0,1,0,30,5,0,1,
zi1b55mr,1312,1228,C44,8,91,9,4,7,110,10,1,11,
KHaVJRCP,1258,1283,C50,8,237,4,6,9,253,4,4,7,
l3qfVsN3,1306,1293,D06,4,77,3,1,2,151,1,2,2,
qJuWaKh7,1476,1480,B06,7,65,3,1,1,100,4,1,2,
4bQVDoKl,1481,1484,C65,6,203,0,2,6,175,3,0,5,
PFn26AhW,1919,1610,B33,11,13,2,1,0,36,6,2,1,
G3WItVGe,1536,1463,B06,2,83,9,4,5,67,6,4,7,
xs2ijWub,1531,1472,B02,4,63,2,1,3,86,5,0,4,
hdrxhOAJ,1402,1459,A40,2,81,2,1,3,110,2,0,3,
cQ5Almmg,1695,1410,C02,7,68,1,1,2,30,2,0,0,
dCFviFtL,1576,1650,B01,6,8,2,0,0,71,4,0,1,
KeHUEkv1,1806,1612,B00,4,73,1,3,3,124,2,2,4,
YarntrMs,2464,2306,B06,6,70,8,2,2,49,4,1,2,
4lCyrGAM,2249,2303,B06,4,36,2,1,2,13,3,0,0,
ceRBdWJz,2308,2377,B10,2,63,2,1,3,42,2,1,3,
7uKMuCGW,1787,1865,A04,2,51,4,2,7,64,5,1,8,
UbRVK28H,2225,1795,C62,6,36,5,3,0,69,7,3,2,
l0gVeISP,2224,1787,B27,4,68,4,6,3,86,5,1,5,
4E9QTomd,2220,1803,C11,7,18,0,1,1,68,1,1,3,
qAiveHQv,1727,2221,B40,8,27,1,3,0,64,3,3,3,
hnkeZKOg,972,893,C00,2,43,2,0,2,10,5,1,0,
bob3nf9H,2017,1972,C26,5,32,3,1,0,88,1,2,3,
APPQ3Skg,2199,1979,A21,3,89,2,4,5,120,5,0,7,
noyXQqqs,2043,1984,C42,8,37,1,0,1,55,2,0,2,
37uao7Br,1564,1791,B10,2,60,3,1,1,37,3,2,0,
r7kgVpd4,1426,1397,C41,4,118,1,0,2,90,3,1,1,
PrtPTPLD,1395,1725,C44,4,84,6,1,1,112,6,2,4,
qGqGezaf,2073,1919,A45,2,42,6,3,3,47,5,3,2,
5pzetn6X,1945,2101,A15,6,61,3,3,4,84,5,5,6,
uJme9RtL,2130,1972,A35,4,70,5,3,5,59,5,3,1,
lwBfqEou,1515,1429,C34,6,117,0,0,5,62,3,0,2,
y6QkWjyr,1525,1534,D10,5,20,3,2,1,39,3,3,2,
SfoBjXml,1744,1749,A15,3,66,0,2,2,43,3,0,1,
cBdt2wZN,1824,1809,D53,8,24,3,0,0,54,4,1,1,
NIz6Xrdo,2152,2198,C78,9,11,2,0,0,28,1,2,0,
htbKIdeu,2232,2214,D70,6,18,0,0,0,64,4,1,0,
BBjLGbBh,2418,2219,C44,9,7,3,1,0,24,4,0,1,
d50fxFDO,2224,2410,A11,2,67,4,0,1,13,1,0,0,
siDpYNN3,2008,2219,C50,9,45,6,2,2,29,4,0,2,
EUVEO4YF,2218,2064,A15,2,35,6,1,2,33,2,3,2,
ROGlrpNv,2068,2212,C53,9,66,7,4,3,45,7,3,3,
rDpmGlRW,2205,2103,A20,2,42,1,3,0,69,1,2,2,
QPJKDqVj,1457,1279,C44,8,118,3,2,6,159,2,4,6,
k12AgjSj,1506,1435,B01,4,67,4,1,1,21,3,0,0,
gNfXd0WD,1614,1619,D02,4,48,4,2,0,18,0,0,0,
677cYD2o,2025,1614,A45,3,46,0,0,1,10,0,0,0,
uyjlAWi1,1614,2025,B01,8,11,0,0,0,48,5,0,0,
GTHwTdSg,1614,2052,B06,8,9,0,0,0,46,4,1,0,
wNdSoJAu,1614,2012,C69,10,10,2,0,0,26,4,1,0,
2nemewOx,834,1484,C44,4,98,4,1,2,61,3,0,1,
JEXgWaog,2064,2090,B01,4,52,1,1,2,23,1,0,1,
FWCE4F5F,2083,2113,A40,2,36,3,2,1,64,4,3,1,
upGkRqoH,2077,2071,A45,2,45,5,5,3,65,5,5,5,
FVYd3O0o,2065,2132,A45,2,31,5,3,1,50,5,2,2,
KeRw5jqw,2029,2077,B01,4,49,8,1,1,84,5,3,2,
SMkjPVkw,1671,1668,A40,2,69,2,2,1,31,3,2,0,
XUQC4Nhv,1561,1618,E20,7,60,5,1,2,29,2,2,1,
tYe8icmz,1528,1589,D11,5,16,1,0,0,55,7,1,0,
ip5z606l,1648,1714,A85,5,18,1,0,0,37,3,1,1,
t6pCp4r1,1442,1500,B21,3,83,4,2,1,52,3,2,3,
irn6BQug,1130,1407,B20,2,60,1,1,1,28,0,1,0,
kYBTGW6E,1161,1510,C22,6,34,6,2,2,19,1,1,1,
zVPFSUtj,1257,1222,D00,2,124,4,1,7,90,4,2,4,
aIC6ozsP,1273,1330,B00,5,6,0,0,0,34,2,0,1,
LV1Howmn,1383,1509,A21,3,84,6,2,3,63,9,1,4,
JEmIFie8,1415,1394,D30,4,73,3,0,2,111,3,2,3,
FYV05zjj,1404,1394,C41,5,54,1,2,0,99,6,2,1,
Geqvp8dk,1414,1423,C20,3,29,2,0,0,73,0,1,1,
5GhsnYzl,1622,1698,B50,4,69,3,0,5,70,3,2,5,
YezRzIfc,1744,1668,B20,3,52,5,1,1,45,3,3,0,
Yk5uMFEc,1659,1690,B40,4,49,1,1,1,100,1,1,3,
QLy6Vetg,1664,1658,C42,4,104,5,4,6,125,5,1,9,
ndnHgEVa,1656,1363,C20,2,124,3,0,5,158,3,2,7,
rKx3gBHl,1766,1741,C40,4,25,0,2,0,57,6,3,0,
GHyM8b1N,2142,2216,C50,8,10,2,0,0,46,2,3,0,
rh3NOfTg,2006,2133,B23,3,83,2,0,2,31,1,0,1,
O7MXwm3T,1898,1945,B50,5,101,4,2,4,60,4,6,2,
yzmGPrX2,1939,1944,C46,6,55,4,1,0,84,5,2,1,
nLJTa3Sf,1851,1947,B50,6,71,8,3,1,36,5,0,1,
7UqZzZLp,1952,2039,C46,5,132,4,1,6,98,3,0,5,
q7tNMf4O,1946,1941,B80,10,38,2,1,0,75,3,1,1,
5hqFzNYc,1947,1990,C00,3,41,5,3,1,59,2,3,3,
VG7E06mj,2220,2029,D20,5,22,1,0,0,75,2,1,1,
JtotmlHN,1371,1350,C44,5,107,5,3,6,135,3,3,7,
97NMNMwl,1367,1293,C00,2,43,4,2,1,57,6,1,4,
yPaes2O0,1921,1828,B50,4,73,6,0,1,38,2,0,0,
2HkM1zKI,1706,1660,C42,8,41,0,2,4,63,4,2,4,
Z5dN9SbC,1693,1692,C26,4,166,1,0,1,7,0,0,0,
sBnXCtRm,1983,2039,C00,5,119,5,3,5,151,2,2,9,
1fjVho7E,1794,1676,B21,5,38,2,0,1,70,3,1,2,
sKXBF0qu,1804,1737,C00,3,44,5,1,3,27,3,1,2,
Knc5tMWv,2081,2210,B42,9,97,2,4,3,70,4,2,2,
n9xX9MdA,2255,2292,B43,9,48,6,0,1,10,0,0,0,
IRlRlg5c,1248,1342,C65,6,213,1,3,4,160,1,1,5,
n9XZA2TC,1424,1441,C41,5,80,1,1,1,40,2,1,0,
cmEN8cVD,1460,1662,B50,4,15,2,0,0,51,6,1,1,
5fHMY8C6,1893,1877,C02,9,54,4,0,3,35,2,0,2,
JLMsxVzP,1981,1875,D30,7,32,1,2,3,52,8,4,2,
uCNxYhJM,1883,1945,E01,7,81,6,2,4,49,1,3,3,
NJgXBLzQ,1149,1796,B07,5,85,1,1,2,15,1,0,0,
ht03ynmp,1163,1292,C46,7,129,5,4,7,153,3,4,8,
c35cl30Q,1308,1144,C40,5,92,1,0,3,72,2,0,2,
OEM2w03X,1716,1668,C23,3,53,5,1,2,27,5,0,1,
lVtNrshq,1739,1727,B01,6,22,6,0,0,37,8,0,2,
KeztcVOn,2050,1741,B75,13,32,3,1,2,58,8,0,2,
lYmGgrae,1880,1603,D08,4,28,1,1,0,78,2,1,1,
hBR9sk6V,1875,1662,B23,5,75,2,2,2,41,1,1,0,
9BqhhqeW,1729,1769,C02,7,78,1,2,3,107,4,1,3,
YK9wcjET,2068,1932,A74,19,23,5,0,0,38,4,1,1,
Lx7chDNO,1442,1403,B20,3,102,0,0,6,134,2,2,4,
vInMqvFq,1342,1267,A20,3,61,3,0,1,136,2,3,3,
x8YYGdqv,1262,1322,A45,2,87,4,0,2,29,2,1,0,
MCgYMmKE,1345,1357,A20,2,95,0,3,1,64,2,2,2,
qGf38zgA,1480,1362,B20,3,47,3,1,3,71,3,1,5,
PxwFEY7l,1363,1332,B40,4,86,7,3,8,75,12,1,7,
ENp15MgQ,1305,1269,D02,5,38,1,2,1,75,6,2,2,
iY7no5R0,1274,1254,E60,5,110,5,3,7,127,5,2,8,
qOoK0Ki8,2145,2251,A13,2,21,7,1,1,21,9,1,0,
wTN9irTw,2185,2235,D02,5,37,4,2,2,16,2,1,0,
LJUhhP7j,2065,2254,B12,6,115,3,2,4,90,1,4,5,
wyJoRPZB,2242,2268,E46,12,21,0,1,0,46,5,0,1,
qLTppiP7,1230,1149,C00,3,221,4,0,8,192,6,0,9,
KAEqmIFL,1491,1500,A46,5,73,2,3,3,48,3,1,4,
zWNNiPaQ,1511,1514,A40,1,46,7,2,1,67,4,3,3,
dstsGCSi,1320,1220,C40,4,21,3,0,0,53,3,3,1,
AYEOV1r9,1373,1398,B10,5,109,1,2,3,65,1,1,3,
A6WujQ47,1380,1298,C45,7,53,2,0,2,115,3,0,2,
7MYbeB1E,1456,1402,C46,5,52,2,1,2,91,2,4,2,
XyEKKXaW,1323,1494,A00,1,93,11,9,11,84,12,7,10,
DhvouNyw,1516,1706,C01,5,50,6,2,2,68,8,0,6,
e0IdJGQ9,1815,1646,B00,2,201,3,1,4,152,4,2,4,
SiqlcaBv,2126,1812,A00,3,41,2,2,1,5,2,0,0,
6wBPWw5h,1522,1583,A45,4,65,2,1,3,33,1,3,1,
kLizVOBP,1564,1506,D06,4,27,7,0,0,59,9,1,1,
dFu6goFG,1587,1579,A80,2,92,2,2,3,66,3,1,3,
CGlCZX2R,1206,1581,B21,3,89,2,3,3,54,7,1,1,
kPCa77uI,1558,1697,E51,10,39,3,1,1,39,4,0,1,
XOm062W7,1430,1585,B20,3,83,1,1,2,105,2,0,3,
uv9cwsON,1566,1620,B40,4,64,0,0,3,124,1,0,3,
08FuUa2k,1548,1552,B27,3,24,0,1,0,73,2,0,1,
RQrNILzu,1565,1554,C02,8,56,2,2,2,39,6,1,0,
Tl2jqiNq,1938,1955,B20,3,123,4,2,7,145,4,2,7,
VyYdTc5O,1463,1480,A40,6,57,2,2,4,40,3,1,3,
VZZbMc7h,1367,1367,C46,6,54,1,1,1,73,0,2,2,
PsGxKKsU,999,816,A00,1,24,0,1,0,73,1,1,1,
jNYFcAGF,2180,2143,B13,11,20,1,1,0,64,2,0,3,
p2NsYbig,2003,2163,B40,4,38,3,0,1,10,0,0,0,
vJaRzeqr,2147,2266,B30,4,42,5,3,2,64,4,4,4,
Z8YgHwGH,2145,2148,D02,5,43,2,1,2,70,1,5,2,
vsh48hJM,2122,2135,D02,5,72,7,5,4,66,3,3,4,
k2lQzrry,2120,2166,B50,4,59,7,4,5,77,6,3,4,
akxjdRCX,2288,2128,A21,3,52,3,0,0,103,5,0,2,
O7k1jYsR,1854,1849,A35,6,77,2,3,1,122,5,2,3,
8RZGZ9iw,1847,1859,B01,4,32,3,0,1,65,3,1,3,
7n0cRx3Y,1391,1277,D10,4,152,6,1,3,121,4,2,2,
tMHtSUIZ,1107,1090,B29,5,165,10,4,10,146,1,5,10,
CxcQ3Nxq,981,1125,A45,4,84,1,0,1,115,3,0,4,
wBYy7rID,1019,1057,A45,5,183,4,1,7,154,3,0,7,
6woM6v1h,1124,1130,B00,3,24,3,0,1,48,3,0,3,
vc52Ya0G,1152,1323,C00,3,69,8,1,2,38,5,1,2,
Ag4gQF4J,1979,1585,C26,6,22,0,1,0,116,0,0,1,
nVPsF0KC,1962,1961,A40,2,35,4,0,2,68,3,1,2,
hEBYZy9P,1893,1946,C46,5,61,6,2,2,40,3,2,1,
nENxqv5F,1952,1948,C62,6,160,6,1,4,129,3,0,5,
oBZNIHzN,1959,1864,B23,3,65,3,2,0,23,1,0,0,
FbBF6Ji7,1158,1137,B01,4,57,3,0,2,98,2,2,3,
qVLoHWSm,1940,1995,B30,4,49,0,1,1,17,1,0,0,
Pk8AbDUO,1972,2313,A05,4,9,1,0,0,47,2,1,1,
PhJ8Xouc,1970,1463,A05,4,8,0,0,0,36,3,2,0,
v27x9x0X,2037,1994,A00,1,45,8,4,5,42,7,5,4,
F79FrEFh,1978,1906,B01,4,28,3,1,0,46,5,2,1,
9NOjSBCT,1679,2293,C91,19,63,2,0,2,4,0,0,0,
pRC9tuCU,1972,2286,C46,9,63,3,1,1,15,1,0,0,
2txhanIv,2283,1769,C41,6,5,0,0,0,75,3,0,1,
dyhJxYHx,2277,1878,C45,7,19,0,0,0,58,3,0,1,
TdG3ed7n,1881,2272,C28,6,71,3,3,0,17,0,0,0,
E3d4OtDO,1933,1963,A15,2,64,5,5,4,45,4,3,2,
XcBG6cVt,1773,1917,A16,4,61,6,2,2,32,3,0,1,
d8CMPPHg,1756,1950,B12,5,61,7,7,4,71,5,4,6,
5vNLHKDB,2209,1942,A00,1,55,3,0,1,101,2,2,2,
oQoySR1J,1923,1916,B01,4,22,4,0,1,36,6,2,2,
RK7XJYHH,1946,1899,C42,9,44,3,1,1,20,2,1,0,
ssqWaMTf,1910,1875,C24,7,62,1,0,2,20,1,1,0,
a9Jv4SCJ,1832,1854,C42,5,71,0,1,1,16,0,0,0,
2Ni8hoAv,1858,2260,C45,8,30,0,0,1,5,0,0,0,
t8I2w8rc,1829,1885,B01,6,37,1,0,1,95,4,1,2,
6zjgMYjU,2092,1980,B53,7,55,2,0,1,100,0,3,4,
yufWdJSf,2075,2189,B53,7,40,5,1,2,20,2,0,2,
jkTnv9W3,1940,2085,B41,9,37,7,3,4,56,7,6,4,
HFcBrSsw,1475,1472,C65,6,9,2,0,0,27,3,1,0,
HuqMVDHH,1300,1492,B01,2,54,3,4,5,71,2,3,6,
jtpzpmFQ,1492,1512,B20,3,58,4,0,5,68,5,1,6,
4xcocsMq,1480,1502,C65,6,83,1,0,1,55,1,0,1,
dDPCtvDP,1496,1318,A06,3,90,2,2,3,52,0,0,2,
rOSA333h,1342,1490,B01,4,59,6,3,3,79,11,1,6,
zIRytHoU,1499,1478,B21,3,49,1,1,2,17,2,0,0,
YEzvvuZB,1485,1466,A40,2,57,1,4,2,45,4,0,1,
YaD0fnaZ,1476,1491,A56,6,66,0,0,2,37,3,1,0,
xvn6fpWC,1463,1489,B21,3,55,5,2,4,80,2,5,5,
4E73886g,1951,1929,B33,11,18,3,1,0,45,7,0,2,
aJ2pUGxB,1911,1929,C61,6,47,3,2,3,74,2,4,2,
qX4PuSBP,1893,1901,B30,4,36,10,1,2,52,4,0,4,
t5ixCdBm,1879,1796,C50,8,44,8,1,1,60,9,7,0,
UWcHB7Uw,1865,1767,B34,9,31,6,2,0,55,7,5,0,
InYCEycE,1851,1737,C53,9,21,3,0,0,64,1,2,1,
TYbxRFbQ,1849,1883,B01,4,20,6,3,0,19,7,1,0,
UeoLByjK,1798,1831,A27,5,71,2,3,2,48,4,2,0,
FtihjyBU,1807,1868,B12,5,18,3,2,0,49,3,4,1,
mePe4iMj,1891,1779,C23,3,102,0,0,3,11,0,0,0,
LBrxbIdO,1301,1348,B00,2,21,6,0,1,44,7,0,3,
BLXWoR8z,1644,1694,A50,4,138,3,2,6,113,1,0,6,
zJxsxFCf,1678,1710,B10,3,34,2,2,1,69,2,0,4,
pcXUKTzD,1864,1317,B90,10,46,2,0,2,14,2,0,0,
5gYyg8EO,1223,1888,C44,7,28,1,2,0,60,6,1,1,
l97U9NkA,1438,1141,C68,8,37,3,0,2,13,0,1,0,
y8omGUcq,1452,1057,C20,3,39,3,0,1,7,0,0,0,
DuMLsKfx,1262,1448,B01,2,80,6,2,2,60,2,3,2,
U3dH9LWv,1314,1370,B30,4,120,1,0,3,113,3,1,3,
VwnIpN6L,1364,1311,D10,7,53,3,2,2,75,4,2,3,
Nc5Oz7Ya,2102,1994,C41,5,32,3,3,0,62,5,3,2,
KS0qh4cg,2084,2074,B01,4,50,6,2,1,80,3,3,3,
IPFXa5aQ,2067,2030,B01,6,60,5,1,3,86,7,3,2,
k5TZ95uu,2035,2047,B01,2,66,4,1,2,31,3,1,1,
gNPi5Yet,1740,1761,B06,6,99,4,2,8,77,1,1,8,
470bUIzB,1687,1714,B51,5,41,4,1,1,34,1,2,1,
w2aVrioy,1502,1473,C02,5,67,6,2,4,83,8,2,3,
LHZ5RcU5,1482,1478,B01,4,29,1,0,0,78,2,3,1,
YlvvHdr3,1266,1854,A46,3,84,2,0,2,29,3,1,0,
VeXICpE4,1977,1868,C42,5,52,6,2,2,28,4,2,1,
wKbnLe6n,1862,1435,C20,4,64,4,1,1,104,3,3,3,
BAf0topg,1702,1987,B50,5,45,2,1,1,20,1,0,0,
jqzn7v2h,1893,1889,C26,4,117,3,3,3,69,1,0,2,
Kgum5nLr,1623,1659,B01,5,4,0,0,0,24,2,0,0,
YQqLwLMJ,1747,1752,C78,9,94,0,1,2,35,0,2,0,
vtwzknNY,1745,1776,C30,3,11,2,0,0,65,3,2,1,
CA8FbiPB,1456,1615,B50,4,60,1,1,1,13,0,0,0,
bOwdLsq1,1607,1463,C50,6,49,1,1,1,84,0,0,3,
BuiEurLd,1444,1698,C73,11,67,4,2,4,87,9,1,5,
Kn0mjKaK,1313,1145,C20,3,188,2,2,11,187,4,4,22,
mG3O02F0,1119,1094,C42,6,101,4,1,5,143,2,2,3,
ZXpYlCxi,1051,1224,A41,4,92,4,1,4,138,5,2,5,
svOR0ZLA,1112,1223,B06,4,60,4,2,2,25,2,1,0,
rjKNK49v,1224,1303,D00,3,45,5,0,2,27,1,3,0,
8AlWgBE9,1233,1260,A40,2,31,6,0,2,13,3,0,0,
UisqgkGk,1963,2337,A00,1,60,6,0,3,35,0,0,2,
M21IzK8l,2077,1603,A00,1,7,0,0,0,7,1,0,0,
b1ozLczG,2077,2230,A00,1,4,0,0,0,5,0,0,0,
Rw7K1lXy,2077,1701,A22,4,5,0,0,0,35,6,0,0,
I0VGzGx5,1835,1500,C34,6,54,3,2,1,14,0,1,0,
Daikuc0G,1621,1659,C41,7,87,5,3,3,53,7,1,1,
VryLchFc,1681,1670,B20,3,48,1,1,3,50,5,1,1,
jLXYIZWi,1881,1632,B12,3,45,3,0,2,73,3,1,4,
qQscnQry,2228,2194,B10,5,17,4,0,1,17,2,0,1,
zjKGVZ5N,2324,2198,B12,6,26,0,0,1,81,0,0,2,
Qx2pPCSy,2192,2198,D15,7,39,1,1,0,72,4,0,2,
mlDunbbt,2204,2185,D10,5,54,1,1,1,21,1,0,1,
K4Kg9ImS,2183,2285,E10,10,64,7,3,3,51,4,2,6,
47uDGII5,2264,2188,B10,5,34,3,1,2,63,2,2,1,
3HqpfPSM,2181,2202,D20,4,45,4,1,1,75,7,3,1,
z6mSRQnH,1976,1785,C41,5,21,0,1,0,110,2,1,1,
UwltCQUN,1770,2364,B21,3,89,6,4,4,62,4,2,3,
TXcwKitq,1822,1650,C22,8,52,6,4,2,71,3,4,5,
tKj8T1R1,1656,1815,B06,4,100,3,3,3,66,4,2,2,
jY8Sy3fp,1465,1903,A00,3,74,2,1,4,40,2,1,2,
l2eugKeA,1813,2045,C01,5,72,2,0,2,40,2,0,0,
KSul62Wi,2024,2018,C00,3,10,0,0,0,61,3,1,0,
mGDjKC6F,1255,2063,C00,3,35,9,3,2,37,5,4,2,
KtgrOdk2,2077,2210,B12,5,78,4,1,1,28,2,1,0,
WtQ71Zzx,1795,2068,C17,8,76,2,1,2,37,1,0,0,
4P44dWj3,2061,1737,C34,6,74,6,1,5,100,3,1,8,
Ggr36hb9,2037,2036,C31,12,26,1,1,1,50,5,2,1,
7KG2Q0zi,1817,1852,C60,6,22,3,0,0,40,3,1,1,
4XX0KJc0,1811,1818,B20,2,46,3,2,2,46,6,3,2,
JC0wqMi3,1805,1803,B01,6,27,1,1,0,82,1,2,2,
257tapfo,1824,1811,A21,4,23,4,0,0,56,2,1,1,
1ppdFBXa,1777,1805,C53,9,64,5,2,6,48,8,2,4,
zSPuGGbO,1805,1879,B20,2,41,1,2,3,61,2,1,5,
sc5FkTc6,1814,1880,C65,8,138,0,1,3,94,1,0,3,
zZ4E6DMm,1958,1908,D00,3,66,1,1,3,114,2,2,4,
02dKI7LN,1921,1952,B30,4,95,3,1,2,56,2,0,1,
Dlmh8dEj,1752,1726,C26,5,68,11,2,2,49,7,5,2,
LXuV9QrU,1923,2078,C52,15,52,5,2,3,41,6,0,2,
vSoOShdl,1556,1517,B01,4,147,0,4,1,101,3,2,2,
sKDFF4rq,1648,1669,A00,1,33,5,2,1,64,4,1,3,
27dnhXiE,2433,2279,A06,3,17,2,0,0,44,2,0,1,
KAndOk8r,2441,2256,B23,3,66,2,2,3,43,2,3,1,
Ux7U1YXi,2383,2433,C68,7,53,4,1,2,31,5,1,2,
3PZ8rFYP,2416,2330,E04,9,34,3,0,1,33,1,0,1,
3kjqRUkv,2267,2426,C15,7,28,1,2,1,64,2,3,3,
Uq1HOEvO,1996,2107,B24,8,34,7,0,0,14,3,0,0,
UOD7lD0P,2104,1724,A40,2,15,2,0,0,47,2,1,2,
TqyFlMuI,2005,2097,B27,4,47,4,2,2,22,4,0,0,
ZRJSS3Ib,2077,2068,E61,5,12,1,0,0,26,2,0,1,
pTckO9AA,2069,1965,D21,6,24,4,1,0,56,5,2,1,
K1cJ5t1I,2083,1962,A50,3,33,2,1,1,11,1,0,0,
rg9qSnYK,2090,2180,D10,5,41,0,2,1,23,3,1,0,
mnGUwFeG,2082,1977,E54,15,11,1,0,0,20,0,0,1,
wvhUBSYy,2084,2021,A43,4,9,1,0,0,9,1,0,0,
H8cVObrr,1562,1575,C00,3,102,9,1,4,61,6,3,2,
wjQAvv3H,1950,2095,E38,8,41,3,1,2,68,6,4,2,
LaRd0TfK,1761,1773,C23,3,86,0,0,2,7,0,0,0,
CL3x6ZRn,1667,1590,B90,11,8,0,0,0,41,1,1,1,
s89C9lgN,1477,1661,C49,12,50,4,1,1,8,0,0,0,
TwwMzk9x,1653,1641,B02,4,43,5,1,0,11,0,0,0,
e7T6IIVZ,1653,1640,B01,4,54,2,0,1,9,1,0,0,
5rZcIBWU,1629,1665,C41,8,8,0,0,0,54,1,0,2,
jkcty4gi,1604,1691,C41,8,68,0,0,2,101,5,1,4,
SAu7c065,1595,1547,C60,6,6,1,0,0,61,3,0,1,
GoAUq1Vm,1867,1891,C46,5,58,2,0,1,125,3,0,1,
lMrLWpxt,1666,1710,D30,4,171,6,3,7,144,3,3,4,
RZ9HWie5,1716,1731,B20,3,81,3,3,2,51,0,1,3,
I1JXMXtC,1693,1714,B20,3,64,9,1,4,81,7,3,2,
izfqnN7B,1695,1697,C26,5,99,2,2,5,125,4,2,5,
gZWEqOft,1498,1493,C42,4,34,3,0,1,6,1,0,0,
haAah367,1569,1495,C41,5,26,2,0,0,53,5,1,1,
5Lt0tI01,1481,1496,C50,6,42,2,1,2,27,1,2,1,
oKKu4l1L,1490,1692,B50,4,50,5,2,1,34,5,1,0,
FGLYXN4I,1503,1422,C40,3,206,4,3,9,181,4,4,9,
dMRdSuEq,1902,1970,A03,6,42,1,0,1,15,0,0,0,
8eg5TK5X,1829,1875,A45,2,56,7,2,3,45,4,1,2,
oxGTHeFW,1859,1897,A02,1,48,3,2,0,66,5,1,2,
R3lsoDNM,1949,1965,B01,2,90,3,5,1,148,1,1,2,
BicTq5Yo,1984,1978,A01,2,98,6,2,6,88,2,3,6,
Fpw1bklF,1967,1996,A43,2,59,3,1,2,96,2,3,3,
WZVNVL6Y,1253,1536,C40,4,156,1,1,4,120,2,2,4,
dp8ROQge,1500,1607,B30,4,59,10,2,1,84,7,2,3,
TTBmMuPM,1511,1471,A50,3,75,0,1,2,30,2,2,0,
aMbzYaJT,1216,1252,B01,2,38,3,1,2,10,4,0,0,
IfjQHHf5,921,1507,B20,2,78,2,0,1,25,1,0,0,
Pjq2zieD,1223,1333,A40,2,59,3,1,1,9,0,0,0,
Kj4Q8c1h,1509,1799,D85,13,45,4,2,1,20,3,1,0,
FLW4bIVY,1508,1644,E10,5,44,3,2,1,84,6,2,2,
Uva4Bxt1,1759,1801,B20,2,55,3,3,3,29,1,0,3,
6RSoRWmE,1802,1777,B06,4,72,6,4,4,54,2,3,3,
ztvms8Wk,1773,1808,B32,8,39,3,2,1,76,3,1,3,
GgZ1rbmx,1806,1522,A43,3,81,6,4,3,96,8,1,6,
jCF04Acb,1811,1746,E90,9,103,2,0,3,62,2,1,2,
Gq2Qz043,1700,1817,A45,2,6,0,0,0,51,0,0,1,
ZKl0MHGQ,1812,1749,D10,4,51,2,3,1,81,3,1,4,
I2tFDqwP,1620,1809,B20,5,88,4,2,4,61,1,1,3,
b39U1rIB,1804,1767,D10,5,64,5,3,4,89,4,1,4,
qzlCubXU,1384,1386,C44,4,83,5,0,2,129,4,1,4,
ntMdRYAV,1358,1374,C60,6,153,0,2,6,104,0,1,4,
h3nKdKqd,1326,1333,C00,2,21,4,2,0,46,8,2,2,
og18qSbC,1318,1332,D20,6,49,4,0,1,109,1,0,2,
Hl14jG6H,1340,1409,C55,7,85,5,1,4,56,2,4,0,
FeBSt46T,1411,1342,C20,3,95,4,3,2,65,1,4,0,
EPM5OTsZ,1728,1720,D02,4,41,6,2,1,20,4,0,0,
J0ZuhLCX,1694,1311,C41,4,33,0,0,2,65,2,1,3,
0jml0JtS,1500,1267,D00,3,159,2,3,7,193,2,2,6,
aaahIzfI,1251,1324,C42,4,169,1,1,1,105,1,2,1,
b7284oyM,1301,1273,B01,2,118,4,2,5,125,4,2,4,
ZgUYkFoY,2173,1986,C53,9,15,2,2,0,31,4,0,1,
thQxM8a5,1742,2181,B50,4,91,2,2,3,64,4,2,2,
k3JzOsxs,1431,1509,B20,3,29,3,1,1,12,3,1,0,
dbI6Fj1o,1795,1301,A40,2,81,3,1,4,98,6,1,6,
Ckz8F7OD,1792,1359,D00,3,4,0,0,0,35,3,2,1,
8tSLmbVj,1791,1282,D00,3,48,2,1,1,95,1,3,2,
PfvzP2c2,1811,1549,D00,3,103,6,1,5,86,7,0,5,
